交易日期,收盘价,市盈率TTM,市盈率LYR,市盈率FPE,市盈率(动态),市盈率TTM加权,市盈率TTM剔除负值,市净率(LF),市净率加权,股息率,市销率(PS),市销率LYR,市销率TTM加权,市现率(PCF),市现率LYR,市现率TTM加权,调仓标志
2023-06-01,14441.51,35.9092,34.2415,,,,,7.5748,,0.6763,4.6503,4.715,,21.612,21.1199,,
2023-06-02,14546.64,36.173,34.4967,,,,,7.6311,,0.6692,4.6848,4.7502,,21.7722,21.2773,,
2023-06-05,14556.5,36.2286,34.5497,,,,,7.6428,,0.663,4.692,4.7575,,21.8057,21.31,,
2023-06-06,14558.09,36.2646,34.5977,,,,,7.6534,,0.6624,4.6983,4.7641,,21.8348,21.3396,,
2023-06-07,14303.29,35.5536,33.9194,,,,,7.5034,,0.6753,4.6062,4.6707,,21.4067,20.9212,,
2023-06-08,14484.54,35.9625,34.3095,,,,,7.5896,,0.67,4.6591,4.7244,,21.6529,21.1618,,20230608&纳入:GEHC.O-GE HEALTHCARE;剔除:FI.N-费哲金融服务(FISERV)
2023-06-09,14528.36,36.0217,34.3817,,,,,7.6684,,0.6689,4.6632,4.7284,,21.744,21.2419,,
2023-06-12,14784.3,36.6285,34.961,,,,,7.7976,,0.6555,4.7417,4.8081,,22.1104,21.5998,,
2023-06-13,14900.85,36.8779,35.1989,,,,,7.8507,,0.6536,4.774,4.8408,,22.2608,21.7468,,
2023-06-14,15005.69,37.0834,35.3952,,,,,7.8945,,0.6565,4.8006,4.8678,,22.3849,21.868,,
2023-06-15,15185.48,37.5348,35.8339,,,,,7.9903,,0.6401,4.8596,4.9281,,22.6599,22.1391,,
2023-06-16,15083.92,37.254,35.5658,,,,,7.9305,,0.6449,4.8233,4.8913,,22.4903,21.9734,,
2023-06-20,15070.15,37.2269,35.5227,,,,,7.9209,,0.6457,4.8179,4.8853,,22.4676,21.9468,,
2023-06-21,14867.45,36.7009,35.0207,,,,,7.809,,0.6648,4.7498,4.8163,,22.1501,21.6367,,
2023-06-22,15042.32,37.1978,35.4981,,,,,7.9154,,0.6474,4.8143,4.8819,,22.4488,21.9316,,
2023-06-23,14891.48,36.8294,35.1465,,,,,7.837,,0.6539,4.7666,4.8336,,22.2264,21.7144,,
2023-06-26,14689.02,36.2304,34.5971,,,,,7.7145,,0.6641,4.6919,4.758,,21.8949,21.375,,
2023-06-27,14945.91,36.8174,35.1463,,,,,7.8374,,0.6537,4.7632,4.8336,,22.2843,21.7143,,
2023-06-28,14964.58,37.2455,35.2523,,,,,7.8669,,0.6518,4.7832,4.8482,,22.449,21.7798,,
2023-06-29,14939.95,36.6205,34.6639,,,,,7.8777,,0.6566,4.7707,4.8343,,22.2163,21.567,,20230629&纳入:ON.O-安森美半导体(ON SEMICONDUCTOR);剔除:RIVN.O-RIVIAN AUTOMOTIVE
2023-06-30,15179.21,37.1814,35.1949,,,,,7.9984,,0.6441,4.8438,4.9084,,22.5566,21.8973,,
2023-07-03,15208.69,37.2135,35.2254,,,,,8.0053,,0.6484,4.848,4.9126,,22.5761,21.9163,,
2023-07-05,15203.78,37.2609,35.2702,,,,,8.0155,,0.6559,4.8541,4.9189,,22.6049,21.9442,,
2023-07-06,15089.45,36.9667,34.9917,,,,,7.9522,,0.6471,4.8158,4.88,,22.4264,21.7709,,
2023-07-07,15036.85,36.8291,34.8614,,,,,7.9226,,0.6513,4.7979,4.8619,,22.3429,21.6898,,
2023-07-10,15045.64,36.7057,34.7446,,,,,7.8961,,0.6515,4.7818,4.8456,,22.268,21.6172,,
2023-07-11,15119.06,36.8714,34.9014,,,,,7.9317,,0.6487,4.8034,4.8675,,22.3685,21.7147,,
2023-07-12,15307.23,37.3555,35.3597,,,,,8.0359,,0.6403,4.8665,4.9314,,22.6623,21.9999,,
2023-07-13,15571.98,37.9981,36.0536,,,,,8.192,,0.628,4.96,5.0279,,23.0982,22.4346,,
2023-07-14,15565.6,38.0235,36.0777,,,,,8.1974,,0.6276,4.9633,5.0313,,23.1137,22.4496,,
2023-07-17,15713.28,38.3967,36.4049,,,,,8.3111,,0.6236,5.0033,5.0713,,23.3044,22.6363,,20230717&纳入:TTD.O-TRADE DESK;剔除:ATVI.O-动视暴雪(ACTIVISION BLIZZARD)(退市)
2023-07-18,15841.35,38.6422,36.6377,,,,,8.3643,,0.6196,5.0353,5.1037,,23.4534,22.7811,,
2023-07-19,15826.35,38.3951,36.5609,,,,,8.3286,,0.6209,5.0113,5.093,,23.3984,22.7333,,
2023-07-20,15466.088,37.5078,35.7039,,,,,8.1335,,0.6357,4.8939,4.9736,,22.8499,22.2004,,
2023-07-21,15425.67,37.4426,35.6418,,,,,8.1295,,0.6369,4.8854,4.965,,22.8101,22.1618,,
2023-07-24,15448.02,37.5614,35.7666,,,,,8.145,,0.6346,4.9021,4.9824,,22.8837,22.2394,,
2023-07-25,15561.42,37.2551,36.0313,,,,,8.1109,,0.6304,4.9158,4.999,,22.4577,22.4249,,
2023-07-26,15499.27,37.2538,36.069,,,,,8.0957,,0.6307,4.9221,5.0054,,22.3286,22.3843,,
2023-07-27,15464.93,36.8888,35.9642,,,,,8.0576,,0.6317,4.907,4.9899,,22.2329,22.3131,,
2023-07-28,15750.93,37.5464,36.7176,,,,,8.223,,0.6244,5.0126,5.0944,,22.6587,22.7805,,
2023-07-31,15757,37.5093,36.7291,,,,,8.2183,,0.6188,5.0144,5.096,,22.6606,22.7876,,
2023-08-01,15718.01,37.3429,36.577,,,,,8.1787,,0.6246,4.9923,5.0749,,22.5609,22.6933,,
2023-08-02,15370.74,36.4735,35.7148,,,,,7.9798,,0.6396,4.8759,4.9553,,22.0686,22.1583,,
2023-08-03,15353.54,35.9099,35.6569,,,,,7.9293,,0.6406,4.8551,4.9472,,21.7443,22.1225,,
2023-08-04,15274.92,35.6182,35.5016,,,,,7.8994,,0.646,4.8342,4.9259,,21.6312,22.0314,,
2023-08-07,15407.85,35.9839,35.8315,,,,,7.9654,,0.6126,4.8791,4.9717,,21.8365,22.2361,,
2023-08-08,15273.05,35.7102,35.559,,,,,7.9036,,0.6173,4.8419,4.9339,,21.6686,22.0671,,
2023-08-09,15101.71,35.2291,35.1005,,,,,7.8017,,0.629,4.7795,4.8703,,21.3903,21.7825,,
2023-08-10,15128.84,35.2863,35.1575,,,,,7.8144,,0.64,4.7873,4.8782,,21.425,21.8179,,
2023-08-11,15028.07,35.0546,34.9266,,,,,7.7631,,0.6627,4.7558,4.8461,,21.2843,21.6746,,
2023-08-14,15205.59,35.5039,35.3743,,,,,7.8626,,0.6408,4.8168,4.9083,,21.5571,21.9524,,
2023-08-15,15037.65,35.0929,34.9648,,,,,7.7716,,0.6483,4.761,4.8514,,21.3076,21.6983,,
2023-08-16,14876.47,34.6382,34.55,,,,,7.6839,,0.6803,4.7138,4.7943,,20.9961,21.3152,,
2023-08-17,14715.81,34.3397,34.2533,,,,,7.6146,,0.6916,4.6731,4.7531,,20.7833,21.1321,,
2023-08-18,14694.84,34.1896,34.0744,,,,,7.5828,,0.6667,4.654,4.7326,,20.6959,21.0481,,
2023-08-21,14936.69,34.774,34.6653,,,,,7.7128,,0.6526,4.7347,4.8146,,21.0439,21.413,,
2023-08-22,14908.96,34.7559,34.6473,,,,,7.7088,,0.653,4.7322,4.8121,,21.035,21.4019,,
2023-08-23,15148.06,35.023,35.2662,,,,,7.8367,,0.643,4.8088,4.8981,,21.3005,21.7843,,
2023-08-24,14816.44,34.2641,34.4776,,,,,7.6657,,0.6597,4.7028,4.7893,,20.8194,21.2822,,
2023-08-25,14941.83,34.5154,34.7305,,,,,7.7219,,0.6537,4.7373,4.8245,,20.9716,21.4383,,
2023-08-28,15052.46,34.7709,34.9876,,,,,7.779,,0.6464,4.7724,4.8602,,21.1268,21.597,,
2023-08-29,15376.55,35.5653,35.8157,,,,,7.9572,,0.6318,4.8822,4.9752,,21.6133,22.1082,,
2023-08-30,15462.43,35.7929,36.0486,,,,,8.0082,,0.6313,4.9137,5.0076,,21.7522,22.2519,,
2023-08-31,15501.07,35.8607,36.1394,,,,,8.0275,,0.6402,4.9252,5.0202,,21.7891,22.308,,
2023-09-01,15490.86,35.8123,36.0907,,,,,8.0166,,0.6389,4.9186,5.0134,,21.7751,22.2587,,
2023-09-05,15508.24,35.9046,36.1759,,,,,8.0378,,0.6291,4.9316,5.0263,,21.8331,22.3152,,
2023-09-06,15371.44,35.4952,35.7634,,,,,7.9462,,0.6369,4.8754,4.969,,21.5841,22.0608,,
2023-09-07,15258.52,35.2536,35.52,,,,,7.8921,,0.6439,4.8422,4.9351,,21.4372,21.9106,,
2023-09-08,15280.23,35.3322,35.5991,,,,,7.9097,,0.642,4.853,4.9461,,21.485,21.9595,,
2023-09-11,15461.87,35.7723,36.0426,,,,,8.0082,,0.6319,4.9135,5.0078,,21.7526,22.233,,
2023-09-12,15289.74,35.3357,35.6027,,,,,7.9105,,0.6424,4.8535,4.9466,,21.4871,21.9616,,
2023-09-13,15348.53,35.5241,35.7926,,,,,7.9527,,0.639,4.8794,4.973,,21.6017,22.0788,,
2023-09-14,15473.89,35.7372,36.086,,,,,8.0158,,0.6388,4.92,5.0146,,21.7795,22.261,,
2023-09-15,15202.4,35.1496,35.4927,,,,,7.884,,0.6422,4.8391,4.9322,,21.4214,21.895,,
2023-09-18,15225.37,35.2099,35.5535,,,,,7.8975,,0.6411,4.8474,4.9406,,21.4581,21.9325,,
2023-09-19,15191.23,35.1415,35.4845,,,,,7.8821,,0.6424,4.838,4.931,,21.4164,21.89,,
2023-09-20,14969.92,34.505,34.8417,,,,,7.7394,,0.664,4.7504,4.8417,,21.0285,21.4935,,
2023-09-21,14694.24,33.852,34.1824,,,,,7.5929,,0.6767,4.6605,4.7501,,20.6306,21.0867,,
2023-09-22,14701.1,33.8503,34.1807,,,,,7.5925,,0.668,4.6602,4.7499,,20.6295,21.0857,,
2023-09-25,14768.9,34.0458,34.3781,,,,,7.6364,,0.6642,4.6871,4.7773,,20.7487,21.2075,,
2023-09-26,14545.83,33.4446,33.7636,,,,,7.5008,,0.6758,4.5992,4.678,,20.3667,20.7617,,
2023-09-27,14580.16,33.7773,34.7557,,,,,7.5269,,0.6738,4.6159,4.7096,,20.4986,21.1366,,
2023-09-28,14702.77,34.0604,35.047,,,,,7.59,,0.6729,4.6546,4.7491,,20.6704,21.3138,,
2023-09-29,14715.24,34.0881,35.0756,,,,,7.5962,,0.6723,4.6584,4.753,,20.6873,21.3312,,
2023-10-02,14837.57,34.5139,35.5138,,,,,7.6911,,0.6598,4.7166,4.8124,,20.9457,21.5977,,
2023-10-03,14565.62,33.8778,34.8592,,,,,7.5493,,0.6869,4.6297,4.7237,,20.5597,21.1996,,
2023-10-04,14776.25,34.4261,35.4233,,,,,7.6715,,0.676,4.7046,4.8001,,20.8924,21.5427,,
2023-10-05,14723.22,34.3615,35.3569,,,,,7.6571,,0.6645,4.6958,4.7911,,20.8532,21.5023,,
2023-10-06,14973.24,34.9834,35.9967,,,,,7.7957,,0.6535,4.7807,4.8778,,21.2306,21.8914,,
2023-10-09,15047.16,34.8168,35.8253,,,,,7.7586,,0.6547,4.758,4.8546,,21.1295,21.7871,,
2023-10-10,15131.52,34.9344,35.971,,,,,7.7867,,0.6521,4.7756,4.8743,,21.1886,21.8757,,
2023-10-11,15241.12,35.2779,36.3247,,,,,7.8633,,0.6458,4.8226,4.9222,,21.3969,22.0908,,
2023-10-12,15184.1,35.1175,36.6676,,,,,7.8338,,0.6483,4.7992,4.8943,,21.2842,22.0397,,
2023-10-13,14995.12,34.6353,36.1641,,,,,7.7263,,0.6573,4.7333,4.8271,,20.992,21.7371,,
2023-10-16,15172.73,35.0426,36.5894,,,,,7.8171,,0.6497,4.789,4.8839,,21.2388,21.9927,,
2023-10-17,15122.01,34.9131,36.4542,,,,,7.7882,,0.6523,4.7713,4.8658,,21.1603,21.9114,,
2023-10-18,14909.26,34.4072,35.9066,,,,,7.6635,,0.6622,4.7007,4.7927,,20.8226,21.5823,,
2023-10-19,14783.13,34.1552,35.6328,,,,,7.6041,,0.6674,4.665,4.7562,,20.6637,21.4177,,
2023-10-20,14560.88,33.6974,35.0662,,,,,7.4832,,0.6781,4.5887,4.6806,,20.374,21.0771,,
2023-10-23,14604.85,33.8814,35.2619,,,,,7.5243,,0.6745,4.6142,4.7067,,20.486,21.1948,,
2023-10-24,14745.86,33.2165,35.5922,,,,,7.5489,,0.6682,4.6315,4.7508,,20.191,21.3933,,
2023-10-25,14381.64,31.6675,34.4348,,,,,7.2437,,0.6911,4.4733,4.5963,,19.3148,20.6977,,
2023-10-26,14109.57,30.1841,33.6665,,,,,7.0446,,0.7067,4.3572,4.4937,,18.5896,20.2358,,
2023-10-27,14180.42,30.3995,33.911,,,,,7.093,,0.7006,4.3893,4.5264,,18.7079,20.3828,,
2023-10-30,14335.51,30.7765,34.3469,,,,,7.1828,,0.6899,4.4457,4.5846,,18.9561,20.6448,,
2023-10-31,14409.78,30.8844,34.4573,,,,,7.2032,,0.6877,4.4592,4.5993,,19.0303,20.7112,,
2023-11-01,14664.91,31.6933,35.8343,,,,,7.3986,,0.6713,4.5889,4.7427,,19.5119,21.2617,,
2023-11-02,14919.55,32.2136,36.5077,,,,,7.5075,,0.6635,4.6552,4.8229,,19.8041,21.8223,,
2023-11-03,15099.49,32.5808,36.9227,,,,,7.5925,,0.6571,4.7079,4.8778,,20.0649,22.0704,,
2023-11-06,15154.93,32.7288,37.1364,,,,,7.6301,,0.6263,4.735,4.906,,20.1822,22.1982,,
2023-11-07,15296.02,32.9543,37.4951,,,,,7.702,,0.6204,4.7808,4.9534,,20.4033,22.4126,,
2023-11-08,15313.24,33.0052,37.5953,,,,,7.7205,,0.6187,4.7934,4.9666,,20.4098,22.4725,,
2023-11-09,15187.9,32.5794,37.2811,,,,,7.6582,,0.6318,4.7526,4.9251,,20.2304,22.2847,,
2023-11-10,15529.12,33.2972,38.1025,,,,,7.8269,,0.6276,4.8573,5.0336,,20.6761,22.7756,,
2023-11-13,15482.79,33.2049,37.9969,,,,,7.8052,,0.6331,4.8439,5.0197,,20.6188,22.7125,,
2023-11-14,15812.47,33.8606,38.7473,,,,,7.9594,,0.6249,4.9395,5.1188,,21.026,23.161,,
2023-11-15,15817.18,33.7957,38.7634,,,,,7.9547,,0.649,4.9382,5.1209,,21.029,23.1707,,
2023-11-16,15833.17,33.9095,38.9081,,,,,7.9838,,0.6522,4.9591,5.1423,,21.1211,23.1864,,
2023-11-17,15837.993,33.8475,38.8369,,,,,7.9692,,0.6216,4.9501,5.1329,,21.0825,23.1439,,
2023-11-20,16027.06,34.2405,39.2938,,,,,8.0617,,0.6144,5.0083,5.1933,,21.3262,23.4162,,
2023-11-21,15933.62,33.6339,39.0677,,,,,8.0063,,0.6192,4.9708,5.1684,,21.0869,23.2971,,
2023-11-22,16001.39,33.7896,39.2485,,,,,8.0433,,0.6168,4.9938,5.1924,,21.1845,23.405,,
2023-11-24,15982.01,33.6758,39.1164,,,,,8.0163,,0.6148,4.977,5.1749,,21.1131,23.3262,,
2023-11-27,15961.98,33.6546,39.0939,,,,,8.0114,,0.6151,4.974,5.1719,,21.0982,23.3127,,
2023-11-28,16010.43,33.7444,39.2733,,,,,8.0398,,0.6126,4.9901,5.1956,,21.1396,23.4198,,
2023-11-29,15987.6,33.5981,39.0939,,,,,8.0063,,0.6204,4.9688,5.1733,,21.0479,23.3243,,
2023-11-30,15947.87,33.4346,38.9037,,,,,7.9673,,0.6372,4.9446,5.1481,,20.9455,23.2108,,
2023-12-01,15997.58,33.47,38.9482,,,,,7.9754,,0.6334,4.9492,5.154,,20.963,23.2374,,
2023-12-04,15839.67,33.0639,38.4756,,,,,7.8787,,0.632,4.8891,5.0915,,20.7086,22.9554,,
2023-12-05,15877.71,33.2828,38.7303,,,,,7.9308,,0.6296,4.9215,5.1252,,20.8457,23.1074,,
2023-12-06,15788.05,33.0551,38.4654,,,,,7.8766,,0.6334,4.8878,5.0901,,20.7031,22.9493,,
2023-12-07,16022.49,33.6682,39.0043,,,,,8.0195,,0.6245,4.9793,5.1829,,21.0821,23.3478,,
2023-12-08,16084.689,33.7618,39.1127,,,,,8.0418,,0.6228,4.9931,5.1973,,21.1407,23.4127,,
2023-12-11,16221.74,33.7805,39.1343,,,,,8.0462,,0.6198,4.9959,5.2002,,21.1523,23.4256,,
2023-12-12,16354.25,34.0119,39.4025,,,,,8.1014,,0.618,5.0301,5.2358,,21.2973,23.5861,,
2023-12-13,16562.37,34.3506,39.7649,,,,,8.1837,,0.6116,5.082,5.2882,,21.5355,23.8468,,
